"irep","paramid","h_search","lindist","nind","net","mutrate","nbiallelic","ngraphs","min_nethw","atleastonehashmatch","min_treehw","max_ndisplayed","mean_ndisplayed","relativell"
1,"1-0.15-10000-1.25e-07-fleg-pruned",1,0.15,1,"fleg-pruned",1.25e-07,10000,145,0,TRUE,0,2,0.731034482758621,0.36748357046117
1,"1-0.15-10000-1.25e-07-fleg-pruned",2,0.15,1,"fleg-pruned",1.25e-07,10000,2624,2,FALSE,0,2,0.792682926829268,2.50762481712851
1,"1-0.15-10000-1.25e-08-fleg-pruned",0,0.15,1,"fleg-pruned",1.25e-08,10000,5,2,FALSE,2,1,0.2,-0.116815915469462
1,"1-0.15-10000-1.25e-08-fleg-pruned",1,0.15,1,"fleg-pruned",1.25e-08,10000,123,2,FALSE,0,2,0.894308943089431,2.80006336580515
1,"1-0.15-10000-1.25e-08-fleg-pruned",2,0.15,1,"fleg-pruned",1.25e-08,10000,1775,2,FALSE,0,2,0.872112676056338,4.7166299427842
1,"1-0.15-1e+05-1.25e-07-fleg-pruned",0,0.15,1,"fleg-pruned",1.25e-07,1e+05,5,2,FALSE,2,1,0.2,-9.3762352452043
1,"1-0.15-1e+05-1.25e-07-fleg-pruned",1,0.15,1,"fleg-pruned",1.25e-07,1e+05,17,0,TRUE,0,2,1.11764705882353,10.0707481834979
1,"1-0.15-1e+05-1.25e-07-fleg-pruned",2,0.15,1,"fleg-pruned",1.25e-07,1e+05,305,2,FALSE,0,2,0.914754098360656,17.3830422538654
1,"1-0.15-1e+05-1.25e-08-fleg-pruned",0,0.15,1,"fleg-pruned",1.25e-08,1e+05,5,2,FALSE,2,1,0.2,-38.6370299568544
1,"1-0.15-1e+05-1.25e-08-fleg-pruned",1,0.15,1,"fleg-pruned",1.25e-08,1e+05,9,0,TRUE,0,2,1.33333333333333,1.0627813959791
1,"1-0.15-1e+05-1.25e-08-fleg-pruned",2,0.15,1,"fleg-pruned",1.25e-08,1e+05,707,0,TRUE,0,2,1.18811881188119,9.21107891030404
1,"1-0.3-10000-1.25e-07-fleg-pruned",0,0.3,1,"fleg-pruned",1.25e-07,10000,5,2,FALSE,0,1,0.4,0.0431376393616247
1,"1-0.3-10000-1.25e-07-fleg-pruned",1,0.3,1,"fleg-pruned",1.25e-07,10000,132,0,TRUE,0,2,0.871212121212121,7.0843989665465
1,"1-0.3-10000-1.25e-07-fleg-pruned",2,0.3,1,"fleg-pruned",1.25e-07,10000,1867,2,FALSE,0,2,0.667916443492234,10.5938923665005
1,"1-0.3-10000-1.25e-08-fleg-pruned",0,0.3,1,"fleg-pruned",1.25e-08,10000,5,2,FALSE,0,1,0.4,-0.403918625587714
1,"1-0.3-10000-1.25e-08-fleg-pruned",1,0.3,1,"fleg-pruned",1.25e-08,10000,128,0,TRUE,0,2,0.8984375,5.04714728702136
1,"1-0.3-10000-1.25e-08-fleg-pruned",2,0.3,1,"fleg-pruned",1.25e-08,10000,2562,2,FALSE,0,2,0.861826697892272,8.50521126860516
1,"1-0.3-1e+05-1.25e-07-fleg-pruned",0,0.3,1,"fleg-pruned",1.25e-07,1e+05,5,2,FALSE,0,1,0.4,-9.08630175397928
1,"1-0.3-1e+05-1.25e-07-fleg-pruned",1,0.3,1,"fleg-pruned",1.25e-07,1e+05,5,2,FALSE,0,1,1,14.0142595387668
